Intervalle:600 sec;;;;;;;;;;;
Tension:229.999 V;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Date/Heure:2018/25/04;10:00.0;20:00.0;;;;;;;;;
;;;;;;;;;;;
Date;Heure;'UL1_[V]';'UL2_[V]';'UL3_[V]';'IL1_[A]';'IL2_[A]';'IL3_[A]';'I_Neutral_[A]';;;
2018/29/04;50:00.0;236.213;236.221;235.816;4.709;1.13;10.931;9.797;;;
2018/29/04;00:00.0;236.28;235.858;236.967;1.417;1.325;1.068;2.305;;;
2018/29/04;10:00.0;236.584;236.192;236.923;1.712;1.609;0.924;2.358;;;
2018/29/04;20:00.0;236.346;235.873;236.915;2.119;1.816;0.993;2.954;;;
2018/29/04;30:00.0;236.11;235.517;237.105;2.231;2.184;0.987;2.95;;;
2018/29/04;40:00.0;235.749;234.916;236.084;1.879;2.051;0.933;2.201;;;
2018/29/04;50:00.0;236.578;235.545;237.144;2.003;2.101;0.99;2.181;;;
2018/29/04;00:00.0;236.477;235.872;237.027;1.998;1.72;1.361;2.094;;;
2018/29/04;10:00.0;236.02;235.576;236.949;2.088;1.087;0.91;2.344;;;
2018/29/04;20:00.0;236.116;235.571;236.842;1.613;1.196;1;2.319;;;
2018/29/04;30:00.0;236.071;235.639;236.904;1.611;1.373;1.1;2.652;;;
2018/29/04;40:00.0;236.24;235.846;236.812;1.53;1.655;1.434;2.868;;;
2018/29/04;50:00.0;235.827;235.74;236.777;1.384;1.802;1.59;2.845;;;
2018/29/04;00:00.0;235.808;235.296;236.305;1.762;1.264;1.14;2.858;;;
2018/29/04;10:00.0;235.166;235.428;236.508;1.727;1.15;1.113;2.721;;;
2018/29/04;20:00.0;235.263;235.011;236.324;1.687;1.068;0.96;2.485;;;
2018/29/04;30:00.0;235.043;234.583;236.086;1.804;1.052;0.87;2.501;;;
2018/29/04;40:00.0;234.616;234.594;235.925;1.834;1.043;0.857;2.505;;;
2018/29/04;50:00.0;235.095;234.234;235.793;1.903;1.032;0.805;2.514;;;
2018/29/04;00:00.0;234.507;233.858;235.601;1.992;0.993;0.756;2.433;;;
2018/29/04;10:00.0;234.448;233.923;235.614;2.077;0.965;0.72;2.446;;;
2018/29/04;20:00.0;234.391;234.043;235.497;2.111;0.952;0.718;2.474;;;
2018/29/04;30:00.0;234.6;234.255;235.876;2.494;0.955;0.731;2.859;;;
2018/29/04;40:00.0;234.329;234.347;235.746;2.419;0.959;0.722;2.817;;;
2018/29/04;50:00.0;234.61;234.531;235.942;2.462;0.995;0.715;2.737;;;
2018/29/04;00:00.0;234.586;234.558;236.034;2.49;0.966;0.717;2.729;;;
2018/29/04;10:00.0;234.629;234.361;235.874;2.449;0.937;0.694;2.729;;;
2018/29/04;20:00.0;234.845;234.548;236.04;2.214;0.933;0.688;2.474;;;
2018/29/04;30:00.0;234.846;234.655;235.91;2.227;0.951;0.643;2.48;;;
2018/29/04;40:00.0;234.644;234.736;236.065;2.218;0.993;0.571;2.451;;;
2018/29/04;50:00.0;234.556;234.589;235.577;2.251;0.983;0.572;2.471;;;
2018/29/04;00:00.0;234.546;234.336;235.284;2.231;0.916;0.572;2.49;;;
2018/29/04;10:00.0;234.666;233.694;235.136;1.734;1.275;0.556;1.985;;;
2018/29/04;20:00.0;235.332;233.309;235.31;0.936;1.826;0.54;1.521;;;
2018/29/04;30:00.0;235.316;233.828;235.34;0.955;2.102;0.535;1.808;;;
2018/29/04;40:00.0;235.468;234.319;235.618;0.903;2.25;0.534;1.885;;;
2018/29/04;50:00.0;235.545;234.432;236.057;0.899;2.198;0.535;1.843;;;
2018/29/04;00:00.0;235.769;234.562;236.199;0.889;2.312;0.533;1.965;;;
2018/29/04;10:00.0;235.794;234.531;236.103;0.914;2.376;0.536;2.046;;;
2018/29/04;20:00.0;235.98;234.312;235.484;0.933;2.472;0.532;2.206;;;
2018/29/04;30:00.0;235.711;233.588;235.254;0.933;2.533;0.53;2.266;;;
2018/29/04;40:00.0;235.007;233.126;235.031;0.69;1.215;0.55;1.244;;;
2018/29/04;50:00.0;235.74;233.692;235.21;0.643;0.793;0.558;0.886;;;
2018/29/04;00:00.0;236.379;234.254;235.861;0.905;0.781;0.558;0.574;;;
2018/29/04;10:00.0;235.875;234.29;235.644;0.908;0.832;0.557;0.578;;;
2018/29/04;20:00.0;236.041;234.938;235.744;0.91;0.834;0.556;0.475;;;
2018/29/04;30:00.0;236.312;234.901;235.895;0.939;0.787;0.559;0.7;;;
2018/29/04;40:00.0;237.313;235.705;236.876;0.862;0.788;0.562;0.698;;;
2018/29/04;50:00.0;238.295;236.624;237.755;0.852;0.789;0.563;0.664;;;
2018/30/04;00:00.0;238.436;237.308;237.892;0.85;0.838;0.561;0.663;;;
2018/30/04;10:00.0;238.884;237.241;238.292;0.885;0.842;0.561;0.561;;;
2018/30/04;20:00.0;238.909;237.359;238.292;0.917;0.796;0.561;0.541;;;
2018/30/04;30:00.0;237.558;236.181;236.99;0.912;0.783;0.56;0.557;;;
2018/30/04;40:00.0;236.28;234.765;235.832;0.91;0.781;0.56;0.558;;;
2018/30/04;50:00.0;236.561;235.582;236.065;0.91;0.818;0.559;0.596;;;
2018/30/04;00:00.0;236.632;235.872;236.37;0.913;0.837;0.556;0.458;;;
2018/30/04;10:00.0;236.632;235.81;236.542;0.911;0.803;0.556;0.507;;;
2018/30/04;20:00.0;236.603;235.678;236.434;0.909;0.782;0.556;0.54;;;
2018/30/04;30:00.0;236.444;235.566;236.607;0.948;0.784;0.558;0.684;;;
2018/30/04;40:00.0;236.469;235.49;236.482;0.891;0.788;0.56;0.727;;;
2018/30/04;50:00.0;236.47;235.628;236.569;0.88;0.862;0.558;0.648;;;
2018/30/04;00:00.0;236.327;235.473;236.358;0.873;0.813;0.559;0.618;;;
2018/30/04;10:00.0;236.8;236.037;236.746;0.877;0.782;0.559;0.651;;;
2018/30/04;20:00.0;236.612;236.316;236.822;0.91;0.778;0.558;0.541;;;
2018/30/04;30:00.0;237.127;236.488;237.185;0.913;0.779;0.558;0.541;;;
2018/30/04;40:00.0;237.266;236.64;237.268;0.914;0.835;0.558;0.548;;;
2018/30/04;50:00.0;237.151;236.273;237.117;0.914;0.824;0.556;0.45;;;
2018/30/04;00:00.0;237.166;236.458;237.158;0.911;0.779;0.558;0.54;;;
2018/30/04;10:00.0;237.457;236.439;237.156;0.913;0.779;0.558;0.539;;;
2018/30/04;20:00.0;237.464;236.644;237.302;0.913;0.78;0.559;0.539;;;
2018/30/04;30:00.0;237.411;236.608;237.25;0.952;0.824;0.557;0.653;;;
2018/30/04;40:00.0;237.308;236.634;237.196;0.902;0.833;0.56;0.641;;;
2018/30/04;50:00.0;237.529;236.757;237.35;0.882;0.797;0.561;0.676;;;
2018/30/04;00:00.0;237.645;236.781;237.449;0.874;0.786;0.56;0.678;;;
2018/30/04;10:00.0;237.543;236.739;237.329;0.874;0.785;0.561;0.663;;;
2018/30/04;20:00.0;237.439;236.646;237.289;0.912;0.779;0.559;0.539;;;
2018/30/04;30:00.0;237.205;236.517;237.271;0.914;0.857;0.556;0.502;;;
2018/30/04;40:00.0;237.349;236.55;237.226;0.913;0.801;0.557;0.497;;;
2018/30/04;50:00.0;237.203;236.311;237.152;0.912;0.779;0.558;0.541;;;
2018/30/04;00:00.0;236.936;236.007;236.858;0.911;0.778;0.558;0.542;;;
2018/30/04;10:00.0;235.993;235.222;236.059;0.91;0.777;0.56;0.547;;;
2018/30/04;20:00.0;235.869;234.96;235.881;0.909;0.837;0.557;0.545;;;
2018/30/04;30:00.0;235.64;234.736;235.463;0.909;0.854;0.555;0.496;;;
2018/30/04;40:00.0;235.28;234.208;235.112;0.943;0.871;0.557;0.789;;;
2018/30/04;50:00.0;234.812;234.174;234.929;0.867;0.873;0.557;0.7;;;
2018/30/04;00:00.0;237.126;236.729;237.35;0.877;0.878;0.562;0.695;;;
2018/30/04;10:00.0;236.695;236.207;236.933;0.874;0.933;0.589;0.731;;;
2018/30/04;20:00.0;237.003;236.302;237.017;0.922;0.956;0.592;0.603;;;
2018/30/04;30:00.0;236.4;236.514;237.211;5.347;0.919;0.615;5.391;;;
2018/30/04;40:00.0;235.428;236.425;237.033;6.864;0.961;0.674;6.93;;;
2018/30/04;50:00.0;235.292;236.354;236.66;6.773;1.016;0.742;6.903;;;
2018/30/04;00:00.0;234.124;235.233;235.703;8.015;1.062;0.748;8.248;;;
2018/30/04;10:00.0;233.884;234.555;235.196;7.359;1.076;0.742;7.511;;;
2018/30/04;20:00.0;233.651;234.397;234.997;7.286;1.088;0.741;7.483;;;
2018/30/04;30:00.0;234.234;234.11;234.955;4.133;1.034;0.729;4.425;;;
2018/30/04;40:00.0;234.637;235.011;235.694;3.208;1.025;0.726;3.587;;;
2018/30/04;50:00.0;235.674;236.628;237.29;3.842;1.048;0.759;4.303;;;
2018/30/04;00:00.0;236.178;236.065;236.794;1.621;1.604;1.595;3.057;;;
2018/30/04;10:00.0;235.887;235.853;236.784;1.422;2.218;2.312;3.47;;;
2018/30/04;20:00.0;236.03;235.639;236.729;0.88;2.615;2.521;3.247;;;
2018/30/04;30:00.0;234.592;234.35;235.596;0.768;2.8;2.709;3.096;;;
2018/30/04;40:00.0;234.958;234.887;235.166;0.871;3.009;2.945;2.953;;;
2018/30/04;50:00.0;235.102;234.901;235.139;0.978;3.216;3.165;2.974;;;
2018/30/04;00:00.0;236.482;236.471;236.983;1.098;3.197;3.351;2.925;;;
2018/30/04;10:00.0;236.174;236.46;237.036;1.235;3.508;3.567;2.991;;;
2018/30/04;20:00.0;236.36;236.222;237.457;1.37;3.793;3.761;3.043;;;
2018/30/04;30:00.0;236.611;236.459;237.587;1.549;3.98;3.959;3.034;;;
2018/30/04;40:00.0;236.141;236.027;237.146;1.717;4.124;4.11;3.011;;;
2018/30/04;50:00.0;236.128;236.322;236.876;1.736;4.145;4.288;3.153;;;
2018/30/04;00:00.0;236.511;236.222;236.757;1.749;4.24;4.458;3.225;;;
2018/30/04;10:00.0;235.93;235.802;236.374;2.105;4.651;4.733;3.188;;;
2018/30/04;20:00.0;235.327;235.677;236.514;2.324;4.758;4.894;3.131;;;
2018/30/04;30:00.0;235.382;235.783;236.621;2.519;4.742;4.879;2.987;;;
2018/30/04;40:00.0;235.14;235.361;236.646;2.746;4.833;4.973;2.807;;;
2018/30/04;50:00.0;235.194;234.923;236.802;2.854;4.737;5.079;2.746;;;
2018/30/04;00:00.0;235.539;234.942;236.519;2.946;4.92;5.144;2.754;;;
2018/30/04;10:00.0;235.298;235.11;236.436;2.962;5.016;5.165;2.8;;;
2018/30/04;20:00.0;235.526;234.019;236.667;3.031;6.847;5.038;8.573;;;
2018/30/04;30:00.0;235.148;232.325;237.012;3.282;7.476;5.244;12.057;;;
2018/30/04;40:00.0;234.869;232.334;236.74;3.362;7.501;5.285;12.217;;;
2018/30/04;50:00.0;234.974;232.356;236.499;3.385;7.443;5.403;12.288;;;
2018/30/04;00:00.0;235.253;235.158;236.532;3.051;5.162;5.453;3.404;;;
2018/30/04;10:00.0;236.264;235.676;236.874;2.821;5.425;5.578;3.474;;;
2018/30/04;20:00.0;236.386;236.31;237.602;3.107;5.334;5.556;3.109;;;
2018/30/04;30:00.0;236.577;236.17;237.917;2.431;3.947;4.03;2.818;;;
2018/30/04;40:00.0;236.57;235.993;237.78;1.774;3.14;3.439;2.517;;;
2018/30/04;50:00.0;237.27;237.007;238.818;3.7;5.28;5.591;2.538;;;
2018/30/04;00:00.0;237.607;237.093;238.743;3.679;5.327;5.637;2.589;;;
2018/30/04;10:00.0;237.116;236.425;238.471;3.621;5.276;5.573;2.585;;;
2018/30/04;20:00.0;237.336;236.377;238.386;3.626;5.295;5.594;2.588;;;
2018/30/04;30:00.0;237.054;236.205;238.493;3.731;5.214;5.684;2.565;;;
2018/30/04;40:00.0;237.029;236.273;237.652;3.584;5.106;5.549;2.566;;;
2018/30/04;50:00.0;237.068;236.341;237.769;3.481;5.155;5.453;2.608;;;
2018/30/04;00:00.0;236.666;236.314;238.276;3.1;5.191;5.473;2.979;;;
2018/30/04;10:00.0;236.289;236.294;237.712;3.05;5.052;5.338;2.905;;;
2018/30/04;20:00.0;236.41;236.269;237.414;2.924;4.753;5.111;2.866;;;
2018/30/04;30:00.0;236.724;236.373;237.552;2.981;4.768;5.262;2.836;;;
2018/30/04;40:00.0;237.299;236.974;238.028;3.11;4.794;5.096;2.614;;;
2018/30/04;50:00.0;237.596;237.098;237.898;3.297;4.97;5.273;2.584;;;
2018/30/04;00:00.0;237.711;237.214;238.033;2.935;4.544;4.809;2.584;;;
2018/30/04;10:00.0;237.631;237.251;238.317;3.1;4.775;5.054;2.584;;;
2018/30/04;20:00.0;237.505;237.19;238.66;3.113;4.572;5.051;2.552;;;
2018/30/04;30:00.0;237.187;236.936;238.208;2.53;3.962;4.292;2.566;;;
2018/30/04;40:00.0;237.149;237.029;238.163;2.448;4.097;4.325;2.583;;;
2018/30/04;50:00.0;237.148;237.36;238.58;2.249;3.953;4.174;2.56;;;
2018/30/04;00:00.0;237.453;237.465;238.944;1.846;3.88;4.088;2.929;;;
2018/30/04;10:00.0;237.572;237.511;238.751;1.57;3.458;3.773;2.878;;;
2018/30/04;20:00.0;238.077;237.428;238.485;1.428;3.269;3.606;2.858;;;
2018/30/04;30:00.0;237.959;237.588;238.762;1.325;3.261;3.169;2.72;;;
2018/30/04;40:00.0;237.725;237.449;238.308;1.093;1.86;1.761;2.624;;;
2018/30/04;50:00.0;237.729;237.477;238.091;1.114;1.485;1.394;2.518;;;
2018/30/04;00:00.0;237.558;237.848;238.629;1.736;3.171;3.04;2.374;;;
2018/30/04;10:00.0;236.275;235.945;236.894;1.102;2.555;2.501;2.342;;;
2018/30/04;20:00.0;235.617;235.64;236.644;1.131;2.218;2.125;2.479;;;
2018/30/04;30:00.0;235.882;235.452;236.675;1.088;1.897;1.799;2.515;;;
2018/30/04;40:00.0;236.475;235.704;236.594;0.934;1.729;1.661;2.53;;;
2018/30/04;50:00.0;236.082;235.641;236.736;0.899;1.945;1.77;2.581;;;
2018/30/04;00:00.0;235.887;235.373;236.331;1.491;1.522;1.435;2.792;;;
2018/30/04;10:00.0;235.965;235.504;236.134;1.747;1.355;1.192;2.906;;;
2018/30/04;20:00.0;235.661;235.382;236.389;1.36;1.672;1.542;2.979;;;
2018/30/04;30:00.0;235.65;235.198;235.76;2.018;1.363;1.192;3.182;;;
2018/30/04;40:00.0;235.076;234.616;235.501;2.319;1.08;0.828;3.248;;;
2018/30/04;50:00.0;234.883;234.168;235.51;2.04;1.099;0.791;2.747;;;
2018/30/04;00:00.0;235.252;233.75;235.876;1.983;5.151;3.128;3.875;;;
2018/30/04;10:00.0;236.35;234.891;237.237;2.008;4.284;0.934;4.419;;;
2018/30/04;20:00.0;236.815;235.785;237.425;2.048;1.024;0.645;2.53;;;
2018/30/04;30:00.0;236.831;236.4;237.491;1.985;1.022;0.599;2.543;;;
2018/30/04;40:00.0;237.176;236.064;237.925;2.046;1.049;0.708;2.438;;;
2018/30/04;50:00.0;237.495;236.304;238.058;2.434;1.066;2.151;2.512;;;
2018/30/04;00:00.0;237.639;236.759;238.537;2.452;1.067;0.833;2.62;;;
2018/30/04;10:00.0;236.667;235.86;237.878;2.45;1.051;0.817;2.612;;;
2018/30/04;20:00.0;235.102;234.126;234.406;4.258;2.873;13.067;11.724;;;
2018/30/04;30:00.0;235.472;234.378;233.764;5.389;3.479;14.76;13.087;;;
2018/30/04;40:00.0;235.169;234.326;235.888;2.674;1.501;1.197;1.904;;;
2018/30/04;50:00.0;235.004;234.354;235.345;2.232;1.006;1.232;1.85;;;
2018/30/04;00:00.0;233.876;234.075;235.163;6.251;0.969;1.401;5.944;;;
2018/30/04;10:00.0;236.509;235.691;236.486;1.025;0.839;1.382;1.384;;;
2018/30/04;20:00.0;236.489;236.268;237.046;0.828;0.801;1.24;1.13;;;
2018/30/04;30:00.0;237.305;236.461;237.352;0.884;0.855;1.721;1.644;;;
2018/30/04;40:00.0;237.669;236.506;237.754;0.859;0.868;0.996;0.648;;;
2018/30/04;50:00.0;238.066;237.174;238.361;0.851;0.809;0.947;0.735;;;
2018/30/04;00:00.0;236.383;235.566;236.741;0.895;0.783;0.906;0.768;;;
2018/30/04;10:00.0;235.304;234.055;235.835;0.867;0.779;0.899;0.765;;;
2018/30/04;20:00.0;235.242;234.259;235.4;0.897;0.777;0.899;0.84;;;
2018/30/04;30:00.0;235.039;233.569;235.119;0.906;0.856;0.888;0.787;;;
2018/30/04;40:00.0;234.591;233.274;234.756;0.906;0.805;0.614;0.578;;;
2018/30/04;50:00.0;234.223;233.828;235.065;0.905;0.776;0.562;0.583;;;
2018/30/04;00:00.0;234.639;233.766;235.016;0.905;0.776;0.561;0.58;;;
2018/30/04;10:00.0;236.743;234.834;236.689;0.912;0.779;0.564;0.581;;;
2018/30/04;20:00.0;238.21;236.076;238.019;0.918;0.844;0.564;0.579;;;
2018/30/04;30:00.0;235.975;234.085;235.155;0.952;0.827;0.561;0.647;;;
2018/30/04;40:00.0;235.814;234.158;235.57;0.867;0.784;0.565;0.723;;;
2018/30/04;50:00.0;236.033;234.78;236.077;0.854;0.784;0.566;0.684;;;
;;;;;;;;;;;
;;;;;;;;;;;
05.01.2018;00:00.0;237.329;235.722;237.278;0.849;0.786;0.568;0.661;;;
05.01.2018;10:00.0;235.793;234.367;235.632;0.872;0.829;0.567;0.718;;;
05.01.2018;20:00.0;236.261;234.692;235.911;0.908;0.832;0.563;0.517;;;
05.01.2018;30:00.0;236.278;235.037;236.059;0.911;0.791;0.566;0.578;;;
05.01.2018;40:00.0;236.388;235.087;235.942;0.912;0.781;0.58;0.601;;;
05.01.2018;50:00.0;236.579;235.249;236.33;0.912;0.781;0.566;0.588;;;
05.01.2018;00:00.0;236.87;235.481;236.576;0.912;0.781;0.565;0.586;;;
05.01.2018;10:00.0;236.398;235.136;236.259;0.912;0.854;0.562;0.567;;;
05.01.2018;20:00.0;236.488;235.091;236.214;0.912;0.813;0.564;0.542;;;
05.01.2018;30:00.0;236.637;235.112;236.491;0.951;0.781;0.565;0.688;;;
05.01.2018;40:00.0;236.484;235.138;236.346;0.898;0.787;0.568;0.795;;;
05.01.2018;50:00.0;236.298;235.383;236.311;0.879;0.786;0.567;0.748;;;
05.01.2018;00:00.0;236.537;235.335;236.454;0.875;0.834;0.566;0.718;;;
05.01.2018;10:00.0;236.713;235.627;236.566;0.872;0.826;0.565;0.611;;;
05.01.2018;20:00.0;236.788;235.762;236.509;0.911;0.778;0.565;0.592;;;
05.01.2018;30:00.0;236.957;235.915;236.607;0.912;0.777;0.566;0.596;;;
05.01.2018;40:00.0;237.084;236.128;236.854;0.913;0.778;0.566;0.622;;;
05.01.2018;50:00.0;236.93;236.349;236.892;0.913;0.778;0.565;0.622;;;
05.01.2018;00:00.0;237.158;236.347;236.936;0.916;0.854;0.564;0.575;;;
05.01.2018;10:00.0;236.829;236.113;236.557;0.914;0.801;0.565;0.59;;;
05.01.2018;20:00.0;236.664;235.835;236.381;0.911;0.777;0.565;0.655;;;
05.01.2018;30:00.0;236.932;235.996;236.658;0.912;0.777;0.567;0.678;;;
05.01.2018;40:00.0;236.681;235.914;236.273;0.942;0.783;0.568;0.902;;;
05.01.2018;50:00.0;236.558;236.004;236.03;0.883;0.834;0.567;0.758;;;
05.01.2018;00:00.0;236.885;235.903;236.279;0.876;0.826;0.566;0.61;;;
05.01.2018;10:00.0;237.009;236.108;236.736;0.87;0.785;0.568;0.699;;;
05.01.2018;20:00.0;237.069;236.274;236.862;0.906;0.778;0.567;0.616;;;
05.01.2018;30:00.0;236.972;236.142;236.782;0.912;0.777;0.566;0.597;;;
05.01.2018;40:00.0;236.921;235.81;236.651;0.912;0.776;0.566;0.598;;;
05.01.2018;50:00.0;236.802;235.727;236.507;0.914;0.845;0.564;0.566;;;
05.01.2018;00:00.0;236.596;235.808;236.505;0.913;0.807;0.565;0.605;;;
05.01.2018;10:00.0;236.05;235.329;236.063;0.928;0.777;0.568;0.706;;;
05.01.2018;20:00.0;235.922;234.916;235.83;0.913;0.775;0.566;0.644;;;
05.01.2018;30:00.0;235.477;235.006;235.453;0.911;0.811;0.565;0.655;;;
05.01.2018;40:00.0;235.278;234.98;235.482;2.474;0.916;0.57;2.329;;;
05.01.2018;50:00.0;235.14;234.819;235.275;3.127;0.953;0.577;2.947;;;
05.01.2018;00:00.0;234.604;234.21;234.953;3.535;0.904;0.583;3.48;;;
05.01.2018;10:00.0;236.934;236.341;237.451;3.388;0.88;0.651;3.339;;;
05.01.2018;20:00.0;236.865;236.649;237.32;4.048;0.884;0.666;4.013;;;
05.01.2018;30:00.0;237.114;236.766;237.471;2.344;0.956;0.651;2.149;;;
05.01.2018;40:00.0;237.451;236.499;235.696;2.69;1.801;12.401;12.164;;;
05.01.2018;50:00.0;237.076;236.526;234.258;2.382;2.093;16.296;15.818;;;
05.01.2018;00:00.0;236.982;236.17;236.537;2.361;1.941;5.638;5.575;;;
05.01.2018;10:00.0;236.709;235.546;236.647;2.332;2.029;0.924;1.201;;;
05.01.2018;20:00.0;236.284;235.042;236.249;2.368;2.026;0.894;1.247;;;
05.01.2018;30:00.0;235.572;234.937;235.771;2.349;2.139;0.887;1.255;;;
05.01.2018;40:00.0;235.083;234.682;235.532;2.372;2.298;0.855;1.339;;;
05.01.2018;50:00.0;234.791;234.199;235.339;2.221;2.172;0.846;1.198;;;
05.01.2018;00:00.0;234.617;233.659;234.838;2.175;2.055;0.813;1.217;;;
05.01.2018;10:00.0;234.185;233.372;234.1;2.379;1.809;0.798;1.697;;;
05.01.2018;20:00.0;236.23;235.777;236.532;2.27;1.032;1.154;2.602;;;
05.01.2018;30:00.0;235.817;235.752;236.958;2.065;1.068;0.853;1.782;;;
05.01.2018;40:00.0;236.08;235.928;236.659;2.009;1.113;0.99;1.694;;;
05.01.2018;50:00.0;236.447;235.993;236.617;2.005;1.313;1.154;1.884;;;
05.01.2018;00:00.0;236.322;235.863;236.717;2.036;1.51;1.437;1.947;;;
05.01.2018;10:00.0;236.153;235.742;236.658;2.03;1.512;1.43;1.82;;;
05.01.2018;20:00.0;236.248;235.466;236.667;1.582;1.344;1.196;0.952;;;
05.01.2018;30:00.0;236.173;235.145;236.362;1.63;1.279;1.26;0.826;;;
05.01.2018;40:00.0;235.744;234.857;236.25;1.145;1.329;1.302;0.953;;;
05.01.2018;50:00.0;235.475;234.734;236.247;0.753;1.421;1.33;1.335;;;
05.01.2018;00:00.0;235.468;235.062;236.113;1.471;1.614;1.596;0.97;;;
05.01.2018;10:00.0;234.748;234.47;235.747;1.888;1.914;1.949;0.868;;;
05.01.2018;20:00.0;234.923;234.143;235.561;1.794;1.732;1.826;0.853;;;
05.01.2018;30:00.0;235.017;233.884;235.433;1.97;1.571;1.74;0.74;;;
05.01.2018;40:00.0;235.455;234.013;235.794;2.003;1.703;1.711;0.761;;;
05.01.2018;50:00.0;235.487;234.396;236.177;2.08;1.777;1.793;0.763;;;
05.01.2018;00:00.0;235.374;234.354;236.455;2.887;2.545;2.656;0.815;;;
05.01.2018;10:00.0;235.634;234.801;236.807;2.614;2.283;2.329;0.854;;;
05.01.2018;20:00.0;235.32;234.248;236.289;2.246;1.78;1.979;0.858;;;
05.01.2018;30:00.0;235.379;234.48;236.433;2.978;2.557;2.706;0.847;;;
05.01.2018;40:00.0;235.563;233.859;235.978;3.309;2.903;2.959;0.992;;;
05.01.2018;50:00.0;235.437;234.192;236.306;3.942;3.759;3.911;0.98;;;
05.01.2018;00:00.0;235.562;234.159;236.267;3.656;3.637;3.79;1.034;;;
05.01.2018;10:00.0;235.212;234.512;236.541;3.88;3.7;3.97;1.021;;;
05.01.2018;20:00.0;234.864;234.443;236.944;2.737;2.469;2.745;0.969;;;
05.01.2018;30:00.0;236.442;235.434;237.685;5.413;5.116;5.324;0.936;;;
05.01.2018;40:00.0;236.376;235.421;237.503;5.102;4.579;4.832;0.917;;;
05.01.2018;50:00.0;236.248;235.529;237.339;3.665;3.2;3.387;0.91;;;
05.01.2018;00:00.0;236.972;235.648;237.465;3.37;2.961;3.095;0.9;;;
05.01.2018;10:00.0;236.599;234.789;237.208;3.847;3.272;3.616;0.817;;;
05.01.2018;20:00.0;236.258;234.313;236.675;3.41;2.873;3.181;0.886;;;
05.01.2018;30:00.0;235.765;233.779;236.027;2.748;2.389;2.502;0.874;;;
05.01.2018;40:00.0;235.313;233.395;235.679;2.424;2.106;2.163;0.84;;;
05.01.2018;50:00.0;237.638;235.154;237.85;2.266;2.034;2.074;0.938;;;
05.01.2018;00:00.0;238.072;236.082;238.719;1.907;1.935;2.031;1.03;;;
05.01.2018;10:00.0;238.18;236.561;238.748;1.828;1.681;1.89;0.914;;;
05.01.2018;20:00.0;238.127;237.061;239.085;2.321;2.308;2.395;0.945;;;
05.01.2018;30:00.0;237.978;237.118;239.368;2.602;2.58;2.676;0.945;;;
05.01.2018;40:00.0;238.356;237.031;238.896;3.163;2.791;2.938;0.868;;;
05.01.2018;50:00.0;236.84;235.882;237.368;3.153;2.776;2.916;0.85;;;
05.01.2018;00:00.0;235.627;235.023;236.151;3.021;2.483;2.78;0.845;;;
05.01.2018;10:00.0;235.754;235.19;235.8;2.747;2.296;2.5;0.825;;;
05.01.2018;20:00.0;235.781;235.424;236.353;3.198;2.765;2.96;0.894;;;
05.01.2018;30:00.0;235.977;235.464;236.613;3.526;3.137;3.299;0.835;;;
05.01.2018;40:00.0;236.265;235.389;236.891;4.306;3.849;4.084;0.813;;;
05.01.2018;50:00.0;236.333;235.089;236.714;4.064;3.5;3.837;0.878;;;
05.01.2018;00:00.0;236.86;235.748;237.404;3.588;3.195;3.613;1.002;;;
05.01.2018;10:00.0;236.266;235.59;237.111;2.818;2.774;2.952;1.048;;;
05.01.2018;20:00.0;236.463;236.032;237.514;2.074;2.119;2.15;0.999;;;
05.01.2018;30:00.0;237.156;236.117;237.779;2.381;2.424;2.454;0.982;;;
05.01.2018;40:00.0;238.171;237.061;238.526;3.457;3.283;3.283;0.91;;;
05.01.2018;50:00.0;238.344;237.074;238.495;2.953;2.414;2.597;0.907;;;
05.01.2018;00:00.0;237.756;237.056;238.17;2.048;1.675;1.732;0.81;;;
05.01.2018;10:00.0;237.287;236.591;237.903;2.247;1.966;1.913;0.855;;;
05.01.2018;20:00.0;236.074;235.245;236.507;1.958;1.883;1.824;0.992;;;
05.01.2018;30:00.0;236.589;235.312;236.769;1.622;1.976;1.918;1.176;;;
05.01.2018;40:00.0;236.516;235.208;236.577;1.863;1.867;1.867;1.086;;;
05.01.2018;50:00.0;235.959;234.979;236.142;1.808;1.405;1.452;0.762;;;
05.01.2018;00:00.0;235.852;234.957;235.782;1.462;1.428;1.308;1.891;;;
05.01.2018;10:00.0;235.133;234.987;235.919;1.502;1.434;1.342;2.92;;;
05.01.2018;20:00.0;234.612;234.581;235.66;1.765;1.336;1.158;3.013;;;
05.01.2018;30:00.0;234.483;234.698;235.628;2.172;1.199;0.948;3.185;;;
05.01.2018;40:00.0;234.083;234.696;235.408;2.247;1.102;0.855;3.043;;;
05.01.2018;50:00.0;234.091;234.801;235.455;1.888;1.095;0.836;2.659;;;
05.01.2018;00:00.0;234.664;234.092;235.867;1.842;1.109;0.834;2.639;;;
05.01.2018;10:00.0;234.282;234.444;235.576;1.944;1.08;0.788;2.645;;;
05.01.2018;20:00.0;234.22;234.083;235.743;2.035;1.328;0.741;2.749;;;
05.01.2018;30:00.0;234.495;234.206;235.713;2.12;1.603;0.727;2.877;;;
05.01.2018;40:00.0;235.062;234.598;235.771;2.247;1.669;0.692;2.863;;;
05.01.2018;50:00.0;234.854;234.735;235.341;2.198;1.577;0.839;2.641;;;
